Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;build;sim;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2features;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;models;price;net5g;optionalother;displayprotection;tbench;batlife;sar-us;bodyother
https://www.gsmarena.com/infinix_note_11s-11202.php;https://fdn2.gsmarena.com/vv/bigpic/infinix-note-11s.jpg;Infinix Note 11s;Released 2021, November 08;8.7mm thickness;Android 11, XOS 10;64GB/128GB storage, microSDXC;41;0.5%;459,775 hits;"6.95""";1080x2460 pixels;4/6 GB RAM;Helio G96;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 41, 40;HSPA, LTE;2021, November 08;Available. Released 2021, November 08;173.1 x 78.4 x 8.7 mm (6.81 x 3.09 x 0.34 in);-;Glass front, plastic frame, plastic back;Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 120Hz;6.95 inches, 114.7 cm(~84.5% screen-to-body ratio);1080 x 2460 pixels (~387 ppi density);Android 11, XOS 10;Mediatek Helio G96 (12 nm);Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mali-G57 MC2;microSDXC (dedicated slot);64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM;UFS 2.2;50 MP, f/1.6, (wide), PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth);Quad-LED flash, HDR, panorama;1440p@30fps;16 MP;;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;Yes;GPS;No;FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Li-Po 5000 mAh, non-removable;Haze Green, Mithril Gray, Symphony Cyan;X698;About 180 EUR;;;;;;;
https://www.gsmarena.com/infinix_note_11-11201.php;https://fdn2.gsmarena.com/vv/bigpic/infinix-note11.jpg;Infinix Note 11;Released 2021, December 08;184g, 7.9mm thickness;Android 11, XOS 10;64GB/128GB storage, microSDXC;50;2.1%;834,112 hits;"6.7""";1080x2400 pixels;4/6 GB RAM;Helio G88;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 41, 40;HSPA, LTE;2021, November 03;Available. Released 2021, December 08;164.4 x 76.7 x 7.9 mm (6.47 x 3.02 x 0.31 in);184 g (6.49 oz);Glass front, plastic frame, plastic back;Dual SIM (Nano-SIM, dual stand-by);AMOLED, 650 nits (peak);6.7 inches, 108.4 cm(~86.0% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~393 ppi density);Android 11, XOS 10;Mediatek Helio G88 (12nm);Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mali-G52 MC2;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;;50 MP, f/1.6, (wide), PDAF2 MP, f/2.4, (depth)QVGA;Quad-LED flash, HDR, panorama;1440p@30fps;16 MP;;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;Yes;GPS;Yes (market/region dependent);FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Li-Po 5000 mAh, non-removable;Celestial Snow, Glacier Green, Graphite Black;X663, X663B;About 100 EUR;;;;;;;
https://www.gsmarena.com/infinix_smart_6-11189.php;https://fdn2.gsmarena.com/vv/bigpic/infinix-smart-6.jpg;Infinix Smart 6;Released 2021, October 26;;Android 11, XOS 7.6;32GB/64GB storage, microSDXC;15;3.5%;700,154 hits;"6.6""";720x1600 pixels;2/3 GB RAM;Unisoc SC9863A;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;HSPA, LTE;2021, October 26;Available. Released 2021, October 26;-;-;Glass front, plastic back, plastic frame;Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 500 nits (typ);6.6 inches, 105.2 cm;720 x 1600 pixels, 20:9 ratio (~266 ppi density);Android 11 (Go edition), XOS 7.6;Unisoc SC9863A (28nm);Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55);IMG8322;microSDXC (dedicated slot);32GB 2GB RAM, 64GB 3GB RAM;eMMC 5.1;8 MP, AF0.8 MP, (depth);Dual-LED flash;1080p@30fps;5 MP;LED flash;720p@30fps;Wi-Fi 802.11 b/g/n;Yes;GPS;Yes (market/region dependent);FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 5000 mAh, non-removable;Purple, Ocean Blue, Light Sea Green, Polar Black;X6511B, X6511, X6511E;About 100 EUR;;;;;;;
https://www.gsmarena.com/infinix_note_11_pro-11157.php;https://fdn2.gsmarena.com/vv/bigpic/infinix-note-11-pro.jpg;Infinix Note 11 Pro;Released 2021, November 19;209, 8.7mm thickness;Android 11, XOS 10;128GB storage, microSDXC;106;1.8%;1,584,194 hits;"6.95""";1080x2460 pixels;4/8 GB RAM;Helio G96;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 41, 40;HSPA, LTE;2021, October 12;Available. Released 2021, November 19;173.1 x 78.4 x 8.7 mm (6.81 x 3.09 x 0.34 in);209 (7.37 oz);Glass front, plastic frame, plastic back;Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 120Hz;6.95 inches, 114.7 cm(~84.5% screen-to-body ratio);1080 x 2460 pixels (~387 ppi density);Android 11, XOS 10;Mediatek Helio G96 (12 nm);Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mali-G57 MC2;microSDXC (dedicated slot);128GB 4GB RAM, 128GB 8GB RAM;UFS 2.2;"64 MP, f/1.7, (wide), 1/1.72"", 0.8µm, PDAF13 MP, f/2.5, 50mm (telephoto), 1/3.1"", 1.12µm, PDAF, 2x optical zoom2 MP, f/2.4, (depth)";Quad-LED flash, HDR, panorama;1440p@30fps;16 MP;;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;Yes;GPS;No;FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Li-Po 5000 mAh, non-removable;Mithril Grey, Haze Green, Mist Blue;X697;;;;;AnTuTu:  290797 (v8),  343527 (v9)GeekBench: 1800 (v5.1)GFXBench: 11fps (ES 3.1 onscreen);;;
https://www.gsmarena.com/infinix_hot_11s-11162.php;https://fdn2.gsmarena.com/vv/bigpic/infinix-hot11s.jpg;Infinix Hot 11s;Released 2021, September 21;205g, 8.8mm thickness;Android 11, XOS 7.6;64GB/128GB storage, microSDXC;53;1.6%;1,059,994 hits;"6.78""";1080x2480 pixels;4/6 GB RAM;Helio G88;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2021, September 17;Available. Released 2021, September 21;168.9 x 77 x 8.8 mm (6.65 x 3.03 x 0.35 in);205 g (7.23 oz);Glass front, plastic back, plastic frame;Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 90Hz, 500 nits (peak);6.78 inches, 108.6 cm(~83.5% screen-to-body ratio);1080 x 2480 pixels (~399 ppi density);Android 11, XOS 7.6;Mediatek Helio G88 (12nm);Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mali-G52 MC2;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;eMMC 5.1;50 MP, f/1.6, (wide), PDAF2 MP, (depth)QVGA;Quad-LED flash, HDR, panorama;1440p@30fps;8 MP, f/2.0, (wide);Dual-LED flash;1440p@30fps;Wi-Fi 802.11 a/b/g/n;5.0, A2DP, LE;GPS;No;FM radio;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Po 5000 mAh, non-removable;Polar Black, Green Wave, Purple;X6812, X6812B;;;;NEG Dinorex T2X-1;;;;
https://www.gsmarena.com/infinix_hot_11-11161.php;https://fdn2.gsmarena.com/vv/bigpic/infinix-hot11.jpg;Infinix Hot 11;Released 2021, September 21;201g, 8.9mm thickness;Android 11, XOS 7.6;64GB/128GB storage, microSDXC;19;1.7%;665,176 hits;"6.6""";1080x2408 pixels;4 GB RAM;Helio G70;5200 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2021, September 17;Available. Released 2021, September 21;164.7 x 76.2 x 8.9 mm (6.48 x 3.00 x 0.35 in);201 g (7.09 oz);Glass front, plastic back, plastic frame;Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 500 nits (peak);6.6 inches, 104.9 cm(~83.6% screen-to-body ratio);1080 x 2408 pixels, 20:9 ratio (~400 ppi density);Android 11, XOS 7.6;Mediatek Helio G70 (12 nm);Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55);Mali-G52 2EEMC2;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM;eMMC 5.1;13 MP, f/1.8, (wide), PDAFQVGA;Quad-LED flash, HDR, panorama;1440p@30fps;8 MP, f/2.0, (wide);Dual-LED flash;1440p@30fps;Wi-Fi 802.11 a/b/g/n;5.0, A2DP, LE;GPS;No;FM radio;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Po 5200 mAh, non-removable;Silver Wave, Purple, Emerald Green, Polar Black;X662, X662B, X689F;;;;;;;;
https://www.gsmarena.com/infinix_zero_x_pro-10989.php;https://fdn2.gsmarena.com/vv/bigpic/zero-x-series.jpg;Infinix Zero X Pro;Released 2021, September 17;193g, 7.8mm thickness;Android 11, XOS 10;128GB/256GB storage, microSDXC;172;2.5%;1,472,278 hits;"6.67""";1080x2400 pixels;8 GB RAM;Helio G95;4500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41;HSPA, LTE;2021, September 13;Available. Released 2021, September 17;164.1 x 75.7 x 7.8 mm (6.46 x 2.98 x 0.31 in);193 g (6.81 oz);Glass front, glass back, plastic frame;Dual SIM (Nano-SIM, dual stand-by);AMOLED, 120Hz, 700 nits (peak);6.67 inches, 107.4 cm(~86.5% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~395 ppi density);Android 11, XOS 10;Mediatek Helio G95 (12 nm);Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mali-G76 MC4;microSDXC (dedicated slot);128GB 8GB RAM, 256GB 8GB RAM;UFS 2.2;"108 MP, f/1.8, (wide), 1/1.52"", 0.7µm, PDAF, OIS8 MP, f/3.4, 125mm (periscope telephoto), 1/4.4"", 1.0µm, PDAF, 5x optical zoom, OIS8 MP, f/2.3, 13mm, 120˚ (ultrawide), 1/4.0"", 1.12µm, AF";Quad-LED flash, HDR, panorama;4K@30/60fps, 1080p@30fps;"16 MP, (wide), 1/2.76"", 1.12µm";Dual-LED flash;4K@30fps, 1080p@30/60fps;Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct;Yes;GPS;No;FM radio;USB Type-C 2.0, OTG;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;Li-Po 4500 mAh, non-removable;Nebula Black, Starry Silver, Tuscany Brown;X6810, X6811, X6811B;;;;;AnTuTu: 313652 (v8), 363939 (v9)GeekBench: 1674 (v5.1)GFXBench: 18fps (ES 3.1 onscreen);;;
https://www.gsmarena.com/infinix_zero_x-11097.php;https://fdn2.gsmarena.com/vv/bigpic/infinix-zero-x-.jpg;Infinix Zero X;Released 2021, September 17;193g, 7.8mm thickness;Android 11, XOS 7.6;128GB storage, microSDXC;51;0.7%;433,136 hits;"6.67""";1080x2400 pixels;8 GB RAM;Helio G95;4500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41;HSPA, LTE;2021, September 13;Available. Released 2021, September 17;164.1 x 75.7 x 7.8 mm (6.46 x 2.98 x 0.31 in);193 g (6.81 oz);Glass front, glass back, plastic frame;Dual SIM (Nano-SIM, dual stand-by);AMOLED, 120Hz, 700 nits (peak);6.67 inches, 107.4 cm(~86.5% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~395 ppi density);Android 11, XOS 7.6;Mediatek Helio G95 (12 nm);Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mali-G76 MC4;microSDXC (dedicated slot);128GB 8GB RAM;UFS 2.2;"64 MP, f/1.9, (wide), PDAF, OIS8 MP, f/3.4, 125mm (periscope telephoto), PDAF, 5x optical zoom, OIS8 MP, f/2.3, 13mm, 120˚ (ultrawide), 1/4.0"", 1.12µm, AF";Quad-LED flash, HDR, panorama;4K@30fps, 1080p@30fps;16 MP, (wide);Dual-LED flash;1080p@30fps;Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct;Yes;GPS;No;FM radio;USB Type-C 2.0, OTG;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;Li-Po 4500 mAh, non-removable;Nebula Black, Starry Silver;;About 320 EUR;;;;;;;
https://www.gsmarena.com/infinix_zero_x_neo-11098.php;https://fdn2.gsmarena.com/vv/bigpic/infinix-zero-x-neo-.jpg;Infinix Zero X Neo;Released 2021, October 02;8.8mm thickness;Android 11, XOS 7.6;128GB storage, microSDXC;38;0.8%;456,571 hits;"6.78""";1080x2460 pixels;8 GB RAM;Helio G95;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41;HSPA, LTE;2021, September 13;Available. Released 2021, October 02;168.4 x 76.5 x 8.8 mm (6.63 x 3.01 x 0.35 in);-;;Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 90Hz;6.78 inches, 109.2 cm(~84.7% screen-to-body ratio);1080 x 2460 pixels (~396 ppi density);Android 11, XOS 7.6;Mediatek Helio G95 (12 nm);Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mali-G76 MC4;microSDXC (dedicated slot);128GB 8GB RAM;UFS 2.2;48 MP, f/1.8, 25mm (wide), PDAF8 MP, f/3.4, 125mm (periscope telephoto), PDAF, OIS, 5x optical zoom2 MP, f/2.4, (depth);Quad-LED flash, HDR, panorama;4K@30fps, 1080p@30fps;16 MP, (wide);Dual-LED flash;1080p@30fps;Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct;Yes;GPS;No;FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Li-Po 5000 mAh, non-removable;Nebula Black, Starry Silver, Bahamas Blue;;About 210 EUR;;;;;;;
https://www.gsmarena.com/infinix_hot_10i-11031.php;https://fdn2.gsmarena.com/vv/bigpic/infinix-hot-10i.jpg;Infinix Hot 10i;Released 2021, May 20;;Android 11, XOS 7.5;32GB/64GB/128GB storage, microSDXC;15;0.7%;393,398 hits;"6.52""";720x1600 pixels;3-6 GB RAM;Helio G70;6000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41, 66;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2021, May 20;Available. Released 2021, May 20;-;-;;Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 500 nits (peak);6.52 inches, 102.6 cm;720 x 1600 pixels, 20:9 ratio (~269 ppi density);Android 11, XOS 7.5;Mediatek MT6769V Helio G70 (12 nm);Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55);Mali-G52 MC2;microSDXC (dedicated slot);32GB 3GB RAM, 64GB 2GB RAM, 64GB 4GB RAM, 128GB 6GB RAM;eMMC 5.1;13 MP, f/1.8, (wide), AFQVGA;Quad-LED flash;1440p@30fps;5 MP, (wide);;Unspecified;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;Yes;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 6000 mAh, non-removable;Black, Purple, Morandi Green, Heart of Ocean;X659B, PR652B, X658E, PR652C, X658B;About 100 EUR;;;;;;;
https://www.gsmarena.com/infinix_note_10_pro_nfc-10908.php;https://fdn2.gsmarena.com/vv/bigpic/infinix-note-10-pro-.jpg;Infinix Note 10 Pro NFC;Released 2021, June 07;7.8mm thickness;Android 11, XOS 7.6;128GB/256GB storage, microSDXC;48;0.3%;377,429 hits;"6.95""";1080x2460 pixels;6/8 GB RAM;Helio G95;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 41, 40, 66;HSPA, LTE;2021, May 12;Available. Released 2021, June 07;172.8 x 78.3 x 7.8 mm (6.80 x 3.08 x 0.31 in);-;;Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 90Hz;6.95 inches, 114.7 cm(~84.8% screen-to-body ratio);1080 x 2460 pixels (~387 ppi density);Android 11, XOS 7.6;Mediatek Helio G95 (12 nm);Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mali-G76 MC4;microSDXC (dedicated slot);128GB 6GB RAM, 256GB 8GB RAM;UFS 2.2;"64 MP, (wide), 1/1.72"", 0.8µm, PDAF8 MP, 120˚ (ultrawide)2 MP, f/2.4, (depth)2 MP, f/2.4, (monochrome)";Quad-LED flash, HDR, panorama;4K@30fps, 1080p@30fps;16 MP, (wide);;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS;Yes;FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Li-Po 5000 mAh, non-removable;Black, Purple, Nordic Secret;X695C;;;;;;;;
https://www.gsmarena.com/infinix_note_10_pro-10907.php;https://fdn2.gsmarena.com/vv/bigpic/infinix-note-10-pro-.jpg;Infinix Note 10 Pro;Released 2021, June 07;209g, 7.8mm thickness;Android 11, XOS 7.6;64GB/128GB/256GB storage, microSDXC;141;3.1%;2,307,331 hits;"6.95""";1080x2460 pixels;6/8 GB RAM;Helio G95;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 41, 40, 66;HSPA, LTE;2021, May 12;Available. Released 2021, June 07;172.8 x 78.3 x 7.8 mm (6.80 x 3.08 x 0.31 in);209 g (7.37 oz);;Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 90Hz;6.95 inches, 114.7 cm(~84.8% screen-to-body ratio);1080 x 2460 pixels (~387 ppi density);Android 11, XOS 7.6;Mediatek Helio G95 (12 nm);Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mali-G76 MC4;microSDXC (dedicated slot);64GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;UFS 2.2;"64 MP, (wide), 1/1.72"", 0.8µm, PDAF8 MP, 120˚ (ultrawide)2 MP, f/2.4, (depth)2 MP, f/2.4, (monochrome)";Quad-LED flash, HDR, panorama;4K@30fps, 1080p@30fps;16 MP;;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS;No;FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Li-Po 5000 mAh, non-removable;Black, Purple, Nordic Secret;X695, X695D;;;;;;;0.61 W/kg (head)     0.22 W/kg (body);
https://www.gsmarena.com/infinix_note_10-10909.php;https://fdn2.gsmarena.com/vv/bigpic/infinix-note-10.jpg;Infinix Note 10;Released 2021, June 07;8.8mm thickness;Android 11, XOS 7.6;64GB/128GB storage, microSDXC;50;1.7%;1,074,259 hits;"6.95""";1080x2460 pixels;4/6 GB RAM;Helio G85;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 41, 40, 66;HSPA, LTE;2021, May 12;Available. Released 2021, June 07;173.2 x 78.7 x 8.8 mm (6.82 x 3.10 x 0.35 in);-;Glass front, plastic frame, plastic back;Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.95 inches, 114.7 cm(~84.2% screen-to-body ratio);1080 x 2460 pixels (~387 ppi density);Android 11, XOS 7.6;Mediatek MT6769Z Helio G85 (12nm);Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mali-G52 MC2;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;;48 MP, PDAF2 MP, f/2.4, (depth)2 MP, f/2.4, (monochrome);Quad-LED flash, HDR, panorama;1440p@30fps, 1080p@30fps;16 MP;;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS;No;FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, proximity, compass;Li-Po 5000 mAh, non-removable;Black, Purple, Emerald Green;X693;;;;;;;;
https://www.gsmarena.com/infinix_hot_10t-10891.php;https://fdn2.gsmarena.com/vv/bigpic/infinix-hot-10t-.jpg;Infinix Hot 10T;Released 2021, May 04;9.2mm thickness;Android 11, XOS 7.6;64GB/128GB storage, microSDXC;22;0.4%;374,050 hits;"6.82""";720x1640 pixels;4 GB RAM;Helio G70;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 8, 20, 28;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2021, May 04;Available. Released 2021, May 04;171.5 x 77.5 x 9.2 mm (6.75 x 3.05 x 0.36 in);-;Glass front, plastic back, plastic frame;Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.82 inches, 110.5 cm(~83.1% screen-to-body ratio);720 x 1640 pixels (~263 ppi density);Android 11, XOS 7.6;Mediatek Helio G70 (12 nm);Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55);Mali-G52 2EEMC2;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM;eMMC 5.1;48 MP, (wide), PDAF2 MPThird, unknown camera;Quad-LED flash, HDR, panorama;1080p@30fps;8 MP, (wide);Dual-LED flash;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity, compass;Li-Po 5000 mAh, non-removable;Black, Purple, Morandi Green, Heart of Ocean;X689C;About 140 EUR;;;;;;;
https://www.gsmarena.com/infinix_hot_10s_nfc-10869.php;https://fdn2.gsmarena.com/vv/bigpic/infinix-hot-10s--.jpg;Infinix Hot 10s NFC;Released 2021, May 12;9.2mm thickness;Android 11, XOS 7.6;64GB/128GB storage, microSDXC;14;0.1%;168,575 hits;"6.82""";720x1640 pixels;4 GB RAM;Helio G85;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2021, April 21;Available. Released 2021, May 12;171.5 x 77.5 x 9.2 mm (6.75 x 3.05 x 0.36 in);-;Glass front, plastic back, plastic frame;Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 90Hz;6.82 inches, 110.5 cm(~83.1% screen-to-body ratio);720 x 1640 pixels (~263 ppi density);Android 11, XOS 7.6;Mediatek MT6769Z Helio G85 (12nm);Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mali-G52 MC2;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM;eMMC 5.1;48 MP, f/1.8, (wide), 1/2.0, 0.8µm, PDAF2 MP, f/2.4, (depth)Third, unknown camera;Quad-LED flash, HDR, panorama;1080p@30fps;8 MP, (wide);Dual-LED flash;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS;NFC;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 5000 mAh, non-removable;Black, Purple, Morandi Green, Heart of Ocean;;About 110 EUR;;;;;;;
https://www.gsmarena.com/infinix_hot_10s-10868.php;https://fdn2.gsmarena.com/vv/bigpic/infinix-hot-10s--.jpg;Infinix Hot 10s;Released 2021, May 12;9.2mm thickness;Android 11, XOS 7.6;64GB/128GB storage, microSDXC;43;1.5%;1,102,438 hits;"6.82""";720x1640 pixels;4/6 GB RAM;Helio G85;6000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2021, April 21;Available. Released 2021, May 12;171.5 x 77.5 x 9.2 mm (6.75 x 3.05 x 0.36 in);-;Glass front, plastic back, plastic frame;Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 90Hz;6.82 inches, 110.5 cm(~83.1% screen-to-body ratio);720 x 1640 pixels (~263 ppi density);Android 11, XOS 7.6;Mediatek MT6769Z Helio G85 (12nm);Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mali-G52 MC2;microSDXC (dedicated slot);64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;eMMC 5.1;48 MP, f/1.8, (wide), 1/2.0, 0.8µm, PDAF2 MP, f/2.4, (depth)Third, unknown camera;Quad-LED flash, HDR, panorama;1080p@30fps;8 MP, (wide);Dual-LED flash;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 6000 mAh, non-removable;Black, Purple, Morandi Green, Heart of Ocean;X689B, X689, X689D;;;;;;;;
